#
snoZ196	38
ZYX	852
ZYG11B	5009
ZW10	1270
ZSWIM8-AS1	1303
ZSWIM8	4074
ZSCAN5A	2839
ZSCAN30	1900
ZSCAN26	1331
ZSCAN22	560
ZSCAN16-AS1	1556
ZRANB2	15178
ZRANB1	3646
ZPR1	1534
ZNRF3-IT1	1052
ZNRF3	7278
ZNRF2	2447
ZNRD2	577
ZNF888	934
ZNF883	1252
ZNF878	57
ZNF875	7088
ZNF862	687
ZNF845	637
ZNF844	8
ZNF841	2889
ZNF836	195
ZNF83	5810
ZNF827	3926
ZNF823	555
ZNF821	930
ZNF816-ZNF321P	1068
ZNF816	242
ZNF814	1144
ZNF813	706
ZNF808	913
ZNF805	2044
ZNF8-ERVK3-1	8360
ZNF8	5299
ZNF799	364
ZNF783	1866
ZNF782	2145
ZNF781	56
ZNF780B	3750
ZNF780A	1832
ZNF776	1429
ZNF775	474
ZNF773	610
ZNF772	981
ZNF77	743
ZNF768	2215
ZNF766	1024
ZNF765	1628
ZNF763	43
ZNF761	1380
ZNF749	1864
ZNF747	502
ZNF738	1343
ZNF737	233
ZNF727	24
ZNF726	1160
ZNF724	1205
ZNF720	1161
ZNF718	1899
ZNF714	4682
ZNF713	990
ZNF710	2676
ZNF71	531
ZNF709	612
ZNF705A	3
ZNF704	8312
ZNF700	3767
ZNF695	2389
ZNF670-ZNF695	3143
ZNF670	707
ZNF664	9072
ZNF662	1
ZNF655	6230
ZNF653	348
ZNF649	579
ZNF638	13562
ZNF626	289
ZNF625-ZNF20	1384
ZNF625	862
ZNF621	6605
ZNF620	1058
ZNF619	516
ZNF616	817
ZNF611	2264
ZNF609	11478
ZNF608	2122
ZNF607	2378
ZNF596	675
ZNF592	3402
ZNF587B	3890
ZNF587	5219
ZNF586	3242
ZNF585B	2016
ZNF585A	894
ZNF582	290
ZNF581	1972
ZNF580	751
ZNF578	10
ZNF577	607
ZNF576	233
ZNF571-AS1	30
ZNF564	865
ZNF563	73
ZNF562	4148
ZNF561	2200
ZNF559-ZNF177	3595
ZNF559	1968
ZNF556	7
ZNF555	436
ZNF551	3221
ZNF548	1067
ZNF547	432
ZNF544	2013
ZNF540	295
ZNF536	4297
ZNF530	1567
ZNF525	637
ZNF521	2978
ZNF516	7400
ZNF514	4588
ZNF512	3801
ZNF511-PRAP1	878
ZNF511	829
ZNF510	2247
ZNF506	1689
ZNF503	1321
ZNF500	1905
ZNF497	390
ZNF493	1859
ZNF490	698
ZNF483	5742
ZNF473	1166
ZNF468	454
ZNF451	8786
ZNF446	1116
ZNF444	1710
ZNF443	447
ZNF442	137
ZNF439	24
ZNF436-AS1	455
ZNF433-AS1	308
ZNF433	497
ZNF432	1230
ZNF431	3761
ZNF425	292
ZNF423	2850
ZNF420	1049
ZNF419	1369
ZNF418	87
ZNF417	1745
ZNF415	9
ZNF410	4098
ZNF41	1569
ZNF397	2292
ZNF385C	687
ZNF37A	12127
ZNF367	3842
ZNF365	161
ZNF362	1575
ZNF358	454
ZNF354B	1851
ZNF354A	809
ZNF35	917
ZNF347	113
ZNF346-IT1	255
ZNF346	6274
ZNF343	1269
ZNF337-AS1	738
ZNF324	1223
ZNF320	2635
ZNF32-AS3	224
ZNF32-AS2	36
ZNF32-AS1	12
ZNF295-AS1	70
ZNF287	349
ZNF286A	2138
ZNF285	247
ZNF284	614
ZNF280D	2527
ZNF28	567
ZNF277	2408
ZNF268	1363
ZNF263	2140
ZNF256	723
ZNF254	6841
ZNF248	6186
ZNF236-DT	290
ZNF235	2703
ZNF23	1261
ZNF229	612
ZNF225	668
ZNF223	628
ZNF222	275
ZNF212	1394
ZNF211	1147
ZNF208	28
ZNF207	16299
ZNF20	316
ZNF197-AS1	153
ZNF197	1671
ZNF19	345
ZNF18	747
ZNF177	1168
ZNF174	482
ZNF17	826
ZNF157	245
ZNF141	671
ZNF121	21304
ZNF117	1735
ZNF112	1213
ZNF107	3142
ZNF106	7466
ZNF10	1629
ZMYND8	6911
ZMYND19	6757
ZMYM6	2502
ZMIZ1-AS1	318
ZMAT2	995
ZKSCAN7-AS1	938
ZIM2-AS1	843
ZIM2	2
ZIC3	11
ZHX3	4772
ZHX2	4281
ZHX1-C8orf76	4253
ZHX1	2897
ZGPAT	2096
ZGLP1	305
ZFYVE9	7547
ZFYVE28	2362
ZFYVE26	3874
ZFR	11337
ZFPM2	13159
ZFPM1	2173
ZFP91-CNTF	6407
ZFP91	6184
ZFP69B	755
ZFP41	913
ZFP37	450
ZFHX3	8255
ZFHX2-AS1	1097
ZFAS1	4946
ZFAND3	16782
ZEB2	4019
ZDHHC5	2034
ZDHHC20-IT1	2
ZDHHC20	3922
ZDHHC14	10581
ZDHHC11B	1385
ZDHHC11	5380
ZCWPW2	676
ZCRB1	948
ZCCHC8	5217
ZCCHC2	1188
ZCCHC14	6038
ZC3H7A	5578
ZC3H14	4526
ZC3H11A	11743
ZC2HC1B	48
ZBTB8B	437
ZBTB8A	3051
ZBTB7C	699
ZBTB7A	3129
ZBTB40-IT1	70
ZBTB40	6060
ZBTB24	3037
ZBTB20	13880
ZBTB11	3385
ZBED6CL	1092
ZBED6	11743
ZBED3-AS1	2449
ZBED3	1266
Z99916.1	7
Z99774.5	1
Z99774.3	17
Z99289.3	1
Z99289.2	2
Z99129.3	116
Z98884.2	22
Z98883.1	901
Z98752.3	1091
Z98749.1	44
Z97633.1	33
Z97353.2	25
Z97200.1	7
Z97192.3	14
Z97192.2	3
Z96074.1	14
Z95331.1	559
Z94721.3	1345
Z94721.2	13419
Z94721.1	8344
Z93943.1	112
Z93930.3	23
Z93930.2	906
Z93403.1	1215
Z93241.1	1216
Z93022.1	807
Z84492.1	405
Z84488.1	2873
Z84466.1	100
Z83844.2	1562
Z83844.1	1455
Z83843.1	1601
Z82243.1	52
Z82190.2	3336
Z69713.1	19
Z69667.1	196
Z68871.1	999
YY2	398
YY1	6845
YWHAH	1742
YPEL2	1404
YPEL1	762
YOD1	2439
YJEFN3	3045
YIPF1	1359
YES1	2011
YBX1	10409
XYLB	4514
XXYLT1	5635
XRN1	5551
XRCC1	1115
XPNPEP3	2354
XKR9	15
XKR6	22405
XK	206
XIST	2402619
XIAP	3395
XGY2	2
WWTR1-IT1	47
WWTR1	2638
WWP2	2875
WWOX	67861
WTIP	655
WT1-AS	122
WSCD1	828
WNT9A	433
WNK1	16233
WLS	6613
WIPI1	126
WIPF3	519
